hierarchy;SIDC;fullpath;name;icon-png;icon-svg
1.X.4.3.1.2;S*S*XME---;SEA SURFACE TRACK|NON MILITARY|MERCHANT|ROLL ON-ROLL OFF;ROLL ON-ROLL OFF;1.X.4.3.1.2.png;1.X.4.3.1.2.svg
1.X.4.3.1.3;S*S*XMO---;SEA SURFACE TRACK|NON MILITARY|MERCHANT|OILER/TANKER;OILER/TANKER;1.X.4.3.1.3.png;1.X.4.3.1.3.svg
1.X.4.3.1.4;S*S*XMT---;SEA SURFACE TRACK|NON MILITARY|MERCHANT|TUG;TUG;1.X.4.3.1.4.png;1.X.4.3.1.4.svg
1.X.4.3.1.5;S*S*XMF---;SEA SURFACE TRACK|NON MILITARY|MERCHANT|FERRY;FERRY;1.X.4.3.1.5.png;1.X.4.3.1.5.svg
1.X.4.3.1.6;S*S*XMP---;SEA SURFACE TRACK|NON MILITARY|MERCHANT|PASSENGER;PASSENGER;1.X.4.3.1.6.png;1.X.4.3.1.6.svg
1.X.4.3.1.7;S*S*XMH---;SEA SURFACE TRACK|NON MILITARY|MERCHANT|HAZARDOUS MATERIALS;HAZARDOUS MATERIALS;1.X.4.3.1.7.png;1.X.4.3.1.7.svg
1.X.4.3.1.8;S*S*XMD---;SEA SURFACE TRACK|NON MILITARY|MERCHANT|DREDGE;DREDGE;1.X.4.3.1.8.png;1.X.4.3.1.8.svg
1.X.4.3.2;S*S*XF----;SEA SURFACE TRACK|NON MILITARY|FISHING;FISHING;1.X.4.3.2.png;1.X.4.3.2.svg
1.X.4.3.2.1;S*S*XFDF--;SEA SURFACE TRACK|NON MILITARY|FISHING|DRIFTER;DRIFTER;1.X.4.3.2.1.png;1.X.4.3.2.1.svg
1.X.4.3.2.2;S*S*XFDR--;SEA SURFACE TRACK|NON MILITARY|FISHING|DREDGE;DREDGE;1.X.4.3.2.2.png;1.X.4.3.2.2.svg
1.X.4.3.2.3;S*S*XFTR--;SEA SURFACE TRACK|NON MILITARY|FISHING|TRAWLER;TRAWLER;1.X.4.3.2.3.png;1.X.4.3.2.3.svg
1.X.4.3.3;S*S*XR----;SEA SURFACE TRACK|NON MILITARY|LEISURE CRAFT;LEISURE CRAFT;1.X.4.3.3.png;1.X.4.3.3.svg
1.X.4.3.4;S*S*XL----;SEA SURFACE TRACK|NON MILITARY|LAW ENFORCEMENT VESSEL;LAW ENFORCEMENT VESSEL;1.X.4.3.4.png;1.X.4.3.4.svg
1.X.4.3.5;S*S*XH----;SEA SURFACE TRACK|NON MILITARY|HOVERCRAFT;HOVERCRAFT;1.X.4.3.5.png;1.X.4.3.5.svg
1.X.4.4;S*S*O-----;SEA SURFACE TRACK|OWN TRACK;OWN TRACK;1.X.4.4.png;1.X.4.4.svg
1.X.4.5;S*S*E-----;SEA SURFACE TRACK|EMERGENCY;EMERGENCY;1.X.4.5.png;1.X.4.5.svg
1.X.4.5.1;S*S*ED----;SEA SURFACE TRACK|EMERGENCY|DITCHED AIRCRAFT;DITCHED AIRCRAFT;1.X.4.5.1.png;1.X.4.5.1.svg
1.X.4.5.2;S*S*EP----;SEA SURFACE TRACK|EMERGENCY|PERSON IN WATER;PERSON IN WATER;1.X.4.5.2.png;1.X.4.5.2.svg
1.X.4.5.3;S*S*EV----;SEA SURFACE TRACK|EMERGENCY|DISTRESSED VESSEL;DISTRESSED VESSEL;1.X.4.5.3.png;1.X.4.5.3.svg
1.X.4.6;S*S*Z-----;SEA SURFACE TRACK|HAZARD;HAZARD;1.X.4.6.png;1.X.4.6.svg
1.X.4.6.1;S*S*ZM----;SEA SURFACE TRACK|HAZARD|SEA MINELIKE;SEA MINELIKE;1.X.4.6.1.png;1.X.4.6.1.svg
1.X.4.6.2;S*S*ZN----;SEA SURFACE TRACK|HAZARD|NAVIGATIONAL;NAVIGATIONAL;1.X.4.6.2.png;1.X.4.6.2.svg
1.X.4.6.3;S*S*ZI----;SEA SURFACE TRACK|HAZARD|ICEBERG;ICEBERG;1.X.4.6.3.png;1.X.4.6.3.svg
1.X.5;S*U*------;SUBSURFACE TRACK;SUBSURFACE TRACK;1.X.5.png;1.X.5.svg
1.X.5.1;S*U*S-----;SUBSURFACE TRACK|SUBMARINE;SUBMARINE;1.X.5.1.png;1.X.5.1.svg
1.X.5.1.1;S*U*SN----;SUBSURFACE TRACK|SUBMARINE|NUCLEAR PROPULSION;NUCLEAR PROPULSION;1.X.5.1.1.png;1.X.5.1.1.svg
1.X.5.1.2;S*U*SC----;SUBSURFACE TRACK|SUBMARINE|CONVENTIONAL PROPULSION;CONVENTIONAL PROPULSION;1.X.5.1.2.png;1.X.5.1.2.svg
1.X.5.1.3;S*U*SO----;SUBSURFACE TRACK|SUBMARINE|OTHER SUBMERSIBLE;OTHER SUBMERSIBLE;1.X.5.1.3.png;1.X.5.1.3.svg
1.X.5.2;S*U*W-----;SUBSURFACE TRACK|UNDERWATER WEAPON;UNDERWATER WEAPON;1.X.5.2.png;1.X.5.2.svg
1.X.5.2.1;S*U*WT----;SUBSURFACE TRACK|UNDERWATER WEAPON|TORPEDO;TORPEDO;1.X.5.2.1.png;1.X.5.2.1.svg
1.X.5.2.2;S*U*WM----;SUBSURFACE TRACK|UNDERWATER WEAPON|SEA MINE;SEA MINE;1.X.5.2.2.png;1.X.5.2.2.svg
1.X.5.2.2.1;S*U*WMD---;SUBSURFACE TRACK|UNDERWATER WEAPON|SEA MINE|SEA MINE DEALT;SEA MINE DEALT;1.X.5.2.2.1.png;1.X.5.2.2.1.svg
1.X.5.2.2.2;S*U*WMG---;SUBSURFACE TRACK|UNDERWATER WEAPON|SEA MINE|SEA MINE (GROUND);SEA MINE (GROUND);1.X.5.2.2.2.png;1.X.5.2.2.2.svg
1.X.5.2.2.2.1;S*U*WMGD--;SUBSURFACE TRACK|UNDERWATER WEAPON|SEA MINE|SEA MINE (GROUND)|SEA MINE (GROUND) DEALT;SEA MINE (GROUND) DEALT;1.X.5.2.2.2.1.png;1.X.5.2.2.2.1.svg
1.X.5.2.2.3;S*U*WMM---;SUBSURFACE TRACK|UNDERWATER WEAPON|SEA MINE|SEA MINE (MOORED);SEA MINE (MOORED);1.X.5.2.2.3.png;1.X.5.2.2.3.svg
1.X.5.2.2.3.1;S*U*WMMD--;SUBSURFACE TRACK|UNDERWATER WEAPON|SEA MINE|SEA MINE (MOORED)|SEA MINE (MOORED DEALT;SEA MINE (MOORED DEALT;1.X.5.2.2.3.1.png;1.X.5.2.2.3.1.svg
1.X.5.2.2.4;S*U*WMF---;SUBSURFACE TRACK|UNDERWATER WEAPON|SEA MINE|SEA MINE (FLOATING);SEA MINE (FLOATING);1.X.5.2.2.4.png;1.X.5.2.2.4.svg
1.X.5.2.2.4.1;S*U*WMFD--;SUBSURFACE TRACK|UNDERWATER WEAPON|SEA MINE|SEA MINE (FLOATING)|SEA MINE (FLOATING) DEALT;SEA MINE (FLOATING) DEALT;1.X.5.2.2.4.1.png;1.X.5.2.2.4.1.svg
1.X.5.2.2.5;S*U*WMO---;SUBSURFACE TRACK|UNDERWATER WEAPON|SEA MINE|SEA MINE (IN OTHER POSITION);SEA MINE (IN OTHER POSITION);1.X.5.2.2.5.png;1.X.5.2.2.5.svg
1.X.5.2.2.5.1;S*U*WMOD--;SUBSURFACE TRACK|UNDERWATER WEAPON|SEA MINE|SEA MINE (IN OTHER POSITION)|SEA MINE (IN OTHER POSITION) DEALT;SEA MINE (IN OTHER POSITION) DEALT;1.X.5.2.2.5.1.png;1.X.5.2.2.5.1.svg
1.X.5.2.3;S*U*WV----;SUBSURFACE TRACK|UNDERWATER WEAPON|DRONE (UUV);DRONE (UUV);1.X.5.2.3.png;1.X.5.2.3.svg
1.X.5.3;S*U*WD----;SUBSURFACE TRACK|UNDERWATER DECOY;UNDERWATER DECOY;1.X.5.3.png;1.X.5.3.svg
1.X.5.3.1;S*U*WDM---;SUBSURFACE TRACK|UNDERWATER DECOY|SEA MINE DECOY;SEA MINE DECOY;1.X.5.3.1.png;1.X.5.3.1.svg
1.X.5.4;S*U*N-----;SUBSURFACE TRACK|NON-SUBMARINE;NON-SUBMARINE;1.X.5.4.png;1.X.5.4.svg
1.X.5.4.1;S*U*ND----;SUBSURFACE TRACK|NON-SUBMARINE|DIVER;DIVER;1.X.5.4.1.png;1.X.5.4.1.svg
1.X.5.4.2;S*U*NB----;SUBSURFACE TRACK|NON-SUBMARINE|BOTTOM RETURN/NOMBO;BOTTOM RETURN/NOMBO;1.X.5.4.2.png;1.X.5.4.2.svg
1.X.5.4.2.1;S*U*NBS---;SUBSURFACE TRACK|NON-SUBMARINE|BOTTOM RETURN/NOMBO|SEABED INSTALLATION/MANMADE;SEABED INSTALLATION/MANMADE;1.X.5.4.2.1.png;1.X.5.4.2.1.svg
1.X.5.4.2.2;S*U*NBR---;SUBSURFACE TRACK|NON-SUBMARINE|BOTTOM RETURN/NOMBO|SEABED ROCK/STONE, OBSTACLE, OTHER;SEABED ROCK/STONE, OBSTACLE, OTHER;1.X.5.4.2.2.png;1.X.5.4.2.2.svg
1.X.5.4.2.3;S*U*NBW---;SUBSURFACE TRACK|NON-SUBMARINE|BOTTOM RETURN/NOMBO|WRECK;WRECK;1.X.5.4.2.3.png;1.X.5.4.2.3.svg
1.X.5.4.3;S*U*NM----;SUBSURFACE TRACK|NON-SUBMARINE|MARINE LIFE;MARINE LIFE;1.X.5.4.3.png;1.X.5.4.3.svg
1.X.5.4.4;S*U*NA----;SUBSURFACE TRACK|NON-SUBMARINE|SEA ANOMALY;SEA ANOMALY;1.X.5.4.4.png;1.X.5.4.4.svg
1.X.6;S*F*------;SPECIAL OPERATIONS FORCE (SOF) UNIT;SPECIAL OPERATIONS FORCE (SOF) UNIT;1.X.6.png;1.X.6.svg
1.X.6.1;S*F*A-----;SPECIAL OPERATIONS FORCE (SOF) UNIT|SOF UNIT AVIATION;SOF UNIT AVIATION;1.X.6.1.png;1.X.6.1.svg
1.X.6.1.1;S*F*AF----;SPECIAL OPERATIONS FORCE (SOF) UNIT|SOF UNIT AVIATION|SOF UNIT FIXED WING;SOF UNIT FIXED WING;1.X.6.1.1.png;1.X.6.1.1.svg
1.X.6.1.1.1;S*F*AFA---;SPECIAL OPERATIONS FORCE (SOF) UNIT|SOF UNIT AVIATION|SOF UNIT FIXED WING|SOF UNIT ATTACK;SOF UNIT ATTACK;1.X.6.1.1.1.png;1.X.6.1.1.1.svg
1.X.6.1.1.2;S*F*AFK---;SPECIAL OPERATIONS FORCE (SOF) UNIT|SOF UNIT AVIATION|SOF UNIT FIXED WING|SOF UNIT REFUEL;SOF UNIT REFUEL;1.X.6.1.1.2.png;1.X.6.1.1.2.svg
1.X.6.1.1.3;S*F*AFU---;SPECIAL OPERATIONS FORCE (SOF) UNIT|SOF UNIT AVIATION|SOF UNIT FIXED WING|SOF UNIT UTILITY;SOF UNIT UTILITY;1.X.6.1.1.3.png;1.X.6.1.1.3.svg
1.X.6.1.1.3.1;S*F*AFUL--;SPECIAL OPERATIONS FORCE (SOF) UNIT|SOF UNIT AVIATION|SOF UNIT FIXED WING|SOF UNIT UTILITY|SOF UNIT UTILITY (LIGHT);SOF UNIT UTILITY (LIGHT);1.X.6.1.1.3.1.png;1.X.6.1.1.3.1.svg
1.X.6.1.1.3.2;S*F*AFUM--;SPECIAL OPERATIONS FORCE (SOF) UNIT|SOF UNIT AVIATION|SOF UNIT FIXED WING|SOF UNIT UTILITY|SOF UNIT UTILITY (MEDIUM);SOF UNIT UTILITY (MEDIUM);1.X.6.1.1.3.2.png;1.X.6.1.1.3.2.svg
1.X.6.1.1.3.3;S*F*AFUH--;SPECIAL OPERATIONS FORCE (SOF) UNIT|SOF UNIT AVIATION|SOF UNIT FIXED WING|SOF UNIT UTILITY|SOF UNIT UTILITY (HEAVY);SOF UNIT UTILITY (HEAVY);1.X.6.1.1.3.3.png;1.X.6.1.1.3.3.svg
1.X.6.1.2;S*F*AV----;SPECIAL OPERATIONS FORCE (SOF) UNIT|SOF UNIT AVIATION|SOF UNIT VSTOL;SOF UNIT VSTOL;1.X.6.1.2.png;1.X.6.1.2.svg
1.X.6.1.3;S*F*AH----;SPECIAL OPERATIONS FORCE (SOF) UNIT|SOF UNIT AVIATION|SOF UNIT ROTARY WING;SOF UNIT ROTARY WING;1.X.6.1.3.png;1.X.6.1.3.svg
1.X.6.1.3.1;S*F*AHH---;SPECIAL OPERATIONS FORCE (SOF) UNIT|SOF UNIT AVIATION|SOF UNIT ROTARY WING|SOF UNIT COMBAT SEARCH AND RESCUE;SOF UNIT COMBAT SEARCH AND RESCUE;1.X.6.1.3.1.png;1.X.6.1.3.1.svg
1.X.6.1.3.2;S*F*AHA---;SPECIAL OPERATIONS FORCE (SOF) UNIT|SOF UNIT AVIATION|SOF UNIT ROTARY WING|SOF UNIT ATTACK;SOF UNIT ATTACK;1.X.6.1.3.2.png;1.X.6.1.3.2.svg
1.X.6.1.3.3;S*F*AHU---;SPECIAL OPERATIONS FORCE (SOF) UNIT|SOF UNIT AVIATION|SOF UNIT ROTARY WING|SOF UNIT UTILITY;SOF UNIT UTILITY;1.X.6.1.3.3.png;1.X.6.1.3.3.svg
1.X.6.1.3.3.1;S*F*AHUL--;SPECIAL OPERATIONS FORCE (SOF) UNIT|SOF UNIT AVIATION|SOF UNIT ROTARY WING|SOF UNIT UTILITY|SOF UNIT UTILITY (LIGHT);SOF UNIT UTILITY (LIGHT);1.X.6.1.3.3.1.png;1.X.6.1.3.3.1.svg
1.X.6.1.3.3.2;S*F*AHUM--;SPECIAL OPERATIONS FORCE (SOF) UNIT|SOF UNIT AVIATION|SOF UNIT ROTARY WING|SOF UNIT UTILITY|SOF UNIT UTILITY (MEDIUM);SOF UNIT UTILITY (MEDIUM);1.X.6.1.3.3.2.png;1.X.6.1.3.3.2.svg
1.X.6.1.3.3.3;S*F*AHUH--;SPECIAL OPERATIONS FORCE (SOF) UNIT|SOF UNIT AVIATION|SOF UNIT ROTARY WING|SOF UNIT UTILITY|SOF UNIT UTILITY (HEAVY);SOF UNIT UTILITY (HEAVY);1.X.6.1.3.3.3.png;1.X.6.1.3.3.3.svg
1.X.6.2;S*F*SN----;SPECIAL OPERATIONS FORCE (SOF) UNIT|SOF UNIT SOF UNIT NAVAL;SOF UNIT SOF UNIT NAVAL;1.X.6.2.png;1.X.6.2.svg
1.X.6.2.1;S*F*SNS---;SPECIAL OPERATIONS FORCE (SOF) UNIT|SOF UNIT SOF UNIT NAVAL|SOF UNIT SEAL;SOF UNIT SEAL;1.X.6.2.1.png;1.X.6.2.1.svg
1.X.6.2.2;S*F*SNU---;SPECIAL OPERATIONS FORCE (SOF) UNIT|SOF UNIT SOF UNIT NAVAL|SOF UNIT UNDERWATER DEMOLITION TEAM;SOF UNIT UNDERWATER DEMOLITION TEAM;1.X.6.2.2.png;1.X.6.2.2.svg
1.X.6.2.3;S*F*SNB---;SPECIAL OPERATIONS FORCE (SOF) UNIT|SOF UNIT SOF UNIT NAVAL|SOF UNIT SPECIAL BOAT;SOF UNIT SPECIAL BOAT;1.X.6.2.3.png;1.X.6.2.3.svg
1.X.6.2.4;S*F*SNN---;SPECIAL OPERATIONS FORCE (SOF) UNIT|SOF UNIT SOF UNIT NAVAL|SOF UNIT SPECIAL SSNR;SOF UNIT SPECIAL SSNR;1.X.6.2.4.png;1.X.6.2.4.svg
1.X.6.3;S*F*G-----;SPECIAL OPERATIONS FORCE (SOF) UNIT|SOF UNIT GROUND;SOF UNIT GROUND;1.X.6.3.png;1.X.6.3.svg
1.X.6.3.1;S*F*GS----;SPECIAL OPERATIONS FORCE (SOF) UNIT|SOF UNIT GROUND|SOF UNIT SPECIAL FORCES;SOF UNIT SPECIAL FORCES;1.X.6.3.1.png;1.X.6.3.1.svg
1.X.6.3.2;S*F*GSR---;SPECIAL OPERATIONS FORCE (SOF) UNIT|SOF UNIT GROUND|SOF UNIT RANGER;SOF UNIT RANGER;1.X.6.3.2.png;1.X.6.3.2.svg
1.X.6.3.3;S*F*GSP---;SPECIAL OPERATIONS FORCE (SOF) UNIT|SOF UNIT GROUND|SOF UNIT PSYCHOLOGICAL OPERATIONS (PSYOPS);SOF UNIT PSYCHOLOGICAL OPERATIONS (PSYOPS);1.X.6.3.3.png;1.X.6.3.3.svg
1.X.6.3.3.1;S*F*GSPA--;SPECIAL OPERATIONS FORCE (SOF) UNIT|SOF UNIT GROUND|SOF UNIT PSYCHOLOGICAL OPERATIONS (PSYOPS)|SOF UNIT FIXED AVIATION;SOF UNIT FIXED AVIATION;1.X.6.3.3.1.png;1.X.6.3.3.1.svg
1.X.6.3.4;S*F*GCA---;SPECIAL OPERATIONS FORCE (SOF) UNIT|SOF UNIT GROUND|SOF UNIT CIVIL AFFAIRS;SOF UNIT CIVIL AFFAIRS;1.X.6.3.4.png;1.X.6.3.4.svg
1.X.6.4;S*F*GB----;SPECIAL OPERATIONS FORCE (SOF) UNIT|SOF UNIT SUPPORT;SOF UNIT SUPPORT;1.X.6.4.png;1.X.6.4.svg
2.X.1;G*T*------;TASKS;TASKS;2.X.1.png;2.X.1.svg
2.X.1.1.10;G*T*GT----;DISRUPT;DISRUPT;2.X.1.1.10.png;2.X.1.1.10.svg
2.X.1.1.14;G*T*GE----;ISOLATE;ISOLATE;2.X.1.1.14.png;2.X.1.1.14.svg
2.X.1.1.16;G*T*GO----;OCCUPY;OCCUPY;2.X.1.1.16.png;2.X.1.1.16.svg
2.X.2.1.1.1.1.2;G*C*MGPFA-;TACTICAL GRAPHICS|CONTROL MEASURES|MANOEUVRE GRAPHICS|GENERAL MANOEUVRE GRAPHICS|POINTS|FIX|ACOUSTIC;ACOUSTIC;2.X.2.1.1.1.1.2.png;2.X.2.1.1.1.1.2.svg
2.X.2.1.1.1.1.3;G*C*MGPFO-;TACTICAL GRAPHICS|CONTROL MEASURES|MANOEUVRE GRAPHICS|GENERAL MANOEUVRE GRAPHICS|POINTS|FIX|ELECTRO-OPTICAL;ELECTRO-OPTICAL;2.X.2.1.1.1.1.3.png;2.X.2.1.1.1.1.3.svg
2.X.2.1.1.1.2;G*C*MGPI--;TACTICAL GRAPHICS|CONTROL MEASURES|MANOEUVRE GRAPHICS|GENERAL MANOEUVRE GRAPHICS|POINTS|POINT OF INTEREST;POINT OF INTEREST;2.X.2.1.1.1.2.png;2.X.2.1.1.1.2.svg
2.X.2.1.1.2;G*C*MGL---;LINES;LINES;2.X.2.1.1.2.png;2.X.2.1.1.2.svg
2.X.2.1.2.1.2;G*C*MAAC--;TACTICAL GRAPHICS|CONTROL MEASURES|MANOEUVRE GRAPHICS|AVIATION MANOEUVRE GRAPHICS|AVIATION POINTS|COMMUNICATIONS CHECKPOINT (CCP);COMMUNICATIONS CHECKPOINT (CCP);2.X.2.1.2.1.2.png;2.X.2.1.2.1.2.svg
2.X.2.1.2.1.3;G*C*MAAU--;TACTICAL GRAPHICS|CONTROL MEASURES|MANOEUVRE GRAPHICS|AVIATION MANOEUVRE GRAPHICS|AVIATION POINTS|POP UP POINT (PUP);POP UP POINT (PUP);2.X.2.1.2.1.3.png;2.X.2.1.2.1.3.svg
2.X.2.1.2.1.4;G*C*MAAD--;TACTICAL GRAPHICS|CONTROL MEASURES|MANOEUVRE GRAPHICS|AVIATION MANOEUVRE GRAPHICS|AVIATION POINTS|DOWNED AIRCREW PICK UP POINT;DOWNED AIRCREW PICK UP POINT;2.X.2.1.2.1.4.png;2.X.2.1.2.1.4.svg
2.X.2.1.2.2;G*C*MAL---;AVIATION LINES;AVIATION LINES;2.X.2.1.2.2.png;2.X.2.1.2.2.svg
2.X.2.1.4;G*C*MM----;DEFENCE MANOEUVRE GRAPHIC;DEFENCE MANOEUVRE GRAPHIC;2.X.2.1.4.png;2.X.2.1.4.svg
2.X.2.1.4.1.2;G*C*MMPB--;BATTLE POSITION;BATTLE POSITION;2.X.2.1.4.1.2.png;2.X.2.1.4.1.2.svg
2.X.2.1.4.1.4.1;G*C*MMPOC-;TACTICAL GRAPHICS|CONTROL MEASURES|MANOEUVRE GRAPHICS|DEFENCE MANOEUVRE GRAPHIC|DEFENCE POINT GRAPHIC|OBSERVATION POST/OUTPOST|COMBAT OUTPOST;COMBAT OUTPOST;2.X.2.1.4.1.4.1.png;2.X.2.1.4.1.4.1.svg
2.X.2.1.4.1.4.2;G*C*MMPOR-;TACTICAL GRAPHICS|CONTROL MEASURES|MANOEUVRE GRAPHICS|DEFENCE MANOEUVRE GRAPHIC|DEFENCE POINT GRAPHIC|OBSERVATION POST/OUTPOST|OBSERVATION POST OCCUPIED BY DISMOUNTED SCOUTS OR RECONNAISSANCE;OBSERVATION POST OCCUPIED BY DISMOUNTED SCOUTS OR RECONNAISSANCE;2.X.2.1.4.1.4.2.png;2.X.2.1.4.1.4.2.svg
2.X.2.1.4.1.4.3;G*C*MMPOF-;TACTICAL GRAPHICS|CONTROL MEASURES|MANOEUVRE GRAPHICS|DEFENCE MANOEUVRE GRAPHIC|DEFENCE POINT GRAPHIC|OBSERVATION POST/OUTPOST|FORWARD OBSERVER POSITION;FORWARD OBSERVER POSITION;2.X.2.1.4.1.4.3.png;2.X.2.1.4.1.4.3.svg
2.X.2.1.4.1.4.4;G*C*MMPOS-;TACTICAL GRAPHICS|CONTROL MEASURES|MANOEUVRE GRAPHICS|DEFENCE MANOEUVRE GRAPHIC|DEFENCE POINT GRAPHIC|OBSERVATION POST/OUTPOST|SENSOR OUTPOST/LISTENING POST (OP/LP);SENSOR OUTPOST/LISTENING POST (OP/LP);2.X.2.1.4.1.4.4.png;2.X.2.1.4.1.4.4.svg
2.X.2.1.4.1.4.5;G*C*MMPON-;TACTICAL GRAPHICS|CONTROL MEASURES|MANOEUVRE GRAPHICS|DEFENCE MANOEUVRE GRAPHIC|DEFENCE POINT GRAPHIC|OBSERVATION POST/OUTPOST|CBRN OBSERVATION POST (DISMOUNTED);CBRN OBSERVATION POST (DISMOUNTED);2.X.2.1.4.1.4.5.png;2.X.2.1.4.1.4.5.svg
2.X.2.1.4.1.4.6;G*C*MMPON-;TACTICAL GRAPHICS|CONTROL MEASURES|MANOEUVRE GRAPHICS|DEFENCE MANOEUVRE GRAPHIC|DEFENCE POINT GRAPHIC|OBSERVATION POST/OUTPOST|FORWARD AIR CONTROLLER (FAC);FORWARD AIR CONTROLLER (FAC);2.X.2.1.4.1.4.6.png;2.X.2.1.4.1.4.6.svg
2.X.2.1.4.1.4.7;G*C*MMPON-;TACTICAL GRAPHICS|CONTROL MEASURES|MANOEUVRE GRAPHICS|DEFENCE MANOEUVRE GRAPHIC|DEFENCE POINT GRAPHIC|OBSERVATION POST/OUTPOST|TACTICAL AIR CONTROL PARTY (TACP);TACTICAL AIR CONTROL PARTY (TACP);2.X.2.1.4.1.4.7.png;2.X.2.1.4.1.4.7.svg
2.X.2.1.4.2;G*C*MMD---;DEFENCE LINE GRAPHIC;DEFENCE LINE GRAPHIC;2.X.2.1.4.2.png;2.X.2.1.4.2.svg
2.X.2.1.5.2;G*C*MOL---;OFFENCE LINE GRAPHIC;OFFENCE LINE GRAPHIC;2.X.2.1.5.2.png;2.X.2.1.5.2.svg
2.X.2.2.1.3.4;G*C*BOATW-;ANTITANK WALL;ANTITANK WALL;2.X.2.2.1.3.4.png;2.X.2.2.1.3.4.svg
2.X.2.2.1.5;G*C*BOAM--;MINES;MINES;2.X.2.2.1.5.png;2.X.2.2.1.5.svg
2.X.2.2.1.5.2;G*C*BOAMT-;TACTICAL GRAPHICS|CONTROL MEASURES|MOBILITY/ SURVIVABILITY|OBSTACLES|MINES|ANTITANK (AT) MINE;ANTITANK (AT) MINE;2.X.2.2.1.5.2.png;2.X.2.2.1.5.2.svg
2.X.2.2.1.5.3;G*C*BOAMD-;TACTICAL GRAPHICS|CONTROL MEASURES|MOBILITY/ SURVIVABILITY|OBSTACLES|MINES|ANTITANK MINE WITH ANTIHANDLING DEVISE;ANTITANK MINE WITH ANTIHANDLING DEVISE;2.X.2.2.1.5.3.png;2.X.2.2.1.5.3.svg
2.X.2.2.1.5.4;G*C*BOAMC-;"TACTICAL GRAPHICS|CONTROL MEASURES|MOBILITY/ SURVIVABILITY|OBSTACLES|MINES|ANTITANK MINE (ARROW SHOWS EFFECTS) ""CLAYMORE MINE""";"ANTITANK MINE (ARROW SHOWS EFFECTS) ""CLAYMORE MINE""";2.X.2.2.1.5.4.png;2.X.2.2.1.5.4.svg
2.X.2.2.1.5.5;G*C*BOAMU-;TACTICAL GRAPHICS|CONTROL MEASURES|MOBILITY/ SURVIVABILITY|OBSTACLES|MINES|UNSPECIFIED MINE;UNSPECIFIED MINE;2.X.2.2.1.5.5.png;2.X.2.2.1.5.5.svg
2.X.2.2.1.5.6;G*C*BOAMN-;MINE CLUSTER;MINE CLUSTER;2.X.2.2.1.5.6.png;2.X.2.2.1.5.6.svg
2.X.2.2.1.6.2;G*C*BOAIC-;TACTICAL GRAPHICS|CONTROL MEASURES|MOBILITY/ SURVIVABILITY|OBSTACLES|MINEFIELDS|COMPLETED MINEFIELD;COMPLETED MINEFIELD;2.X.2.2.1.6.2.png;2.X.2.2.1.6.2.svg
2.X.2.2.1.6.3;G*C*BOAIL-;ANTIPERSONNEL (AP) MINEFIELD;ANTIPERSONNEL (AP) MINEFIELD;2.X.2.2.1.6.3.png;2.X.2.2.1.6.3.svg
2.X.2.2.1.6.6;G*C*BOAIS-;TACTICAL GRAPHICS|CONTROL MEASURES|MOBILITY/ SURVIVABILITY|OBSTACLES|MINEFIELDS|SCATTERABLE MINES;SCATTERABLE MINES;2.X.2.2.1.6.6.png;2.X.2.2.1.6.6.svg
2.X.2.2.1.6.7;G*C*BOAIH-;TACTICAL GRAPHICS|CONTROL MEASURES|MOBILITY/ SURVIVABILITY|OBSTACLES|MINEFIELDS|ANTIPERSONNEL (AP) MINEFIELD REINFORCED WITH SCATTERABLE WITH SELF-DESTRUCT DATE-TIME-GROUP;ANTIPERSONNEL (AP) MINEFIELD REINFORCED WITH SCATTERABLE WITH SELF-DESTRUCT DATE-TIME-GROUP;2.X.2.2.1.6.7.png;2.X.2.2.1.6.7.svg
2.X.2.2.1.6.8;G*C*BOAID-;TACTICAL GRAPHICS|CONTROL MEASURES|MOBILITY/ SURVIVABILITY|OBSTACLES|MINEFIELDS|SCATTERABLE MINEFIELD WITH SELF-DESTRUCT DATE-TIME-GROUP;SCATTERABLE MINEFIELD WITH SELF-DESTRUCT DATE-TIME-GROUP;2.X.2.2.1.6.8.png;2.X.2.2.1.6.8.svg
2.X.2.2.1.6.9;G*C*BOAIM-;MINED AREA;MINED AREA;2.X.2.2.1.6.9.png;2.X.2.2.1.6.9.svg
2.X.2.2.3;G*C*BS----;SURVIVABILITY;SURVIVABILITY;2.X.2.2.3.png;2.X.2.2.3.svg
2.X.2.2.3.2;G*C*BSF---;TACTICAL GRAPHICS|CONTROL MEASURES|MOBILITY/ SURVIVABILITY|SURVIVABILITY|FORT;FORT;2.X.2.2.3.2.png;2.X.2.2.3.2.svg
2.X.2.2.3.3;G*C*BSL---;FORTIFIED LINE;FORTIFIED LINE;2.X.2.2.3.3.png;2.X.2.2.3.3.svg
2.X.2.2.3.7;G*C*BSU---;TACTICAL GRAPHICS|CONTROL MEASURES|MOBILITY/ SURVIVABILITY|SURVIVABILITY|UNDERGROUND SHELTER;UNDERGROUND SHELTER;2.X.2.2.3.7.png;2.X.2.2.3.7.svg
2.X.2.2.4;G*C*BW----;NUCLEAR, BIOLOGICAL AND CHEMICAL GRAPHICS;NUCLEAR, BIOLOGICAL AND CHEMICAL GRAPHICS;2.X.2.2.4.png;2.X.2.2.4.svg
